SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Air Temperature Telemetry Hourly (ºC)
849,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,09-02-2026 22:00,16.6
850,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,09-02-2026 23:00,14.3
851,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,10-02-2026 00:00,13
852,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,10-02-2026 01:00,12.1
853,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,10-02-2026 02:00,11.2
854,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,10-02-2026 03:00,10.5
855,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,10-02-2026 04:00,9.8
856,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,10-02-2026 05:00,9.1
857,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,10-02-2026 06:00,8.5
858,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,10-02-2026 07:00,8.3
859,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,10-02-2026 08:00,12.3
860,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,10-02-2026 09:00,16.2
861,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,10-02-2026 10:00,20.4
862,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,10-02-2026 11:00,24.4
863,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,10-02-2026 12:00,26.2
864,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,10-02-2026 13:00,27.2
865,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,10-02-2026 14:00,28.1
866,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,10-02-2026 15:00,28.2
867,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,10-02-2026 16:00,27.8
868,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,10-02-2026 17:00,27.1
869,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,10-02-2026 18:00,23.8
870,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,10-02-2026 19:00,20.3
871,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,10-02-2026 20:00,19.2
872,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,10-02-2026 21:00,18.4
873,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,10-02-2026 22:00,17
874,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,10-02-2026 23:00,15.2
875,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,11-02-2026 00:00,13.6
876,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,11-02-2026 01:00,12.4
877,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,11-02-2026 02:00,11.6
878,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,11-02-2026 03:00,11.3
879,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,11-02-2026 04:00,10.2
880,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,11-02-2026 05:00,10.2
881,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,11-02-2026 06:00,9.6
882,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,11-02-2026 07:00,9.4
883,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,11-02-2026 08:00,12.4
884,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,11-02-2026 09:00,16.3
885,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,11-02-2026 10:00,21.1
886,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,11-02-2026 11:00,25.1
887,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,11-02-2026 12:00,27.4
888,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,11-02-2026 13:00,29.2
889,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,11-02-2026 14:00,29.6
890,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,11-02-2026 15:00,29.5
891,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,11-02-2026 16:00,28.6
892,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,11-02-2026 17:00,27.5
893,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,11-02-2026 18:00,25.1
894,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,11-02-2026 19:00,22
895,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,11-02-2026 21:00,19.5
896,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,11-02-2026 22:00,18.8
897,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,12-02-2026 00:00,15.7
898,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,12-02-2026 01:00,14
899,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,12-02-2026 02:00,13.4
900,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,12-02-2026 03:00,12.7
901,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,12-02-2026 04:00,12.1
902,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,12-02-2026 05:00,11.4
903,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,12-02-2026 06:00,11.2
904,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,12-02-2026 07:00,10.8
905,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,12-02-2026 08:00,13.1
906,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,12-02-2026 09:00,17.5
907,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,12-02-2026 10:00,22.9
908,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,12-02-2026 12:00,27.3
909,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,12-02-2026 13:00,28.4
910,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,12-02-2026 14:00,29.1
911,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,12-02-2026 15:00,29.1
912,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,12-02-2026 16:00,28.4
913,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,12-02-2026 17:00,27.3
914,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,12-02-2026 18:00,24.6
915,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,12-02-2026 19:00,22.9
916,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,12-02-2026 20:00,20.2
917,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,12-02-2026 21:00,19
918,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,12-02-2026 22:00,16.3
919,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,12-02-2026 23:00,14.7
920,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,13-02-2026 00:00,14.1
921,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,13-02-2026 01:00,13.7
922,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,13-02-2026 02:00,13
923,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,13-02-2026 03:00,12.3
924,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,13-02-2026 04:00,12.6
925,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,13-02-2026 05:00,11.2
926,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,13-02-2026 06:00,10.6
927,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,13-02-2026 07:00,10.7
928,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,13-02-2026 08:00,13.8
929,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,13-02-2026 09:00,17.4
930,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,13-02-2026 10:00,21.7
931,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,13-02-2026 11:00,24.8
932,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,13-02-2026 12:00,26.7
933,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,13-02-2026 13:00,28.1
934,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,13-02-2026 14:00,28.8
935,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,13-02-2026 15:00,29
936,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,13-02-2026 16:00,28.5
937,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,13-02-2026 17:00,27.5
938,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,13-02-2026 18:00,24.5
939,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,13-02-2026 19:00,22.8
940,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,13-02-2026 20:00,21.1
941,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,13-02-2026 21:00,19.6
942,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,13-02-2026 22:00,19
943,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,13-02-2026 23:00,16.9
944,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,14-02-2026 00:00,15.6
945,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,14-02-2026 01:00,14.6
946,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,14-02-2026 02:00,14.2
947,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,14-02-2026 03:00,13.3
948,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,14-02-2026 05:00,11.9
949,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,14-02-2026 06:00,11.4
950,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,14-02-2026 07:00,11.7
951,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,14-02-2026 08:00,14.6
952,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,14-02-2026 09:00,18.5
953,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,14-02-2026 10:00,22.5
954,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,14-02-2026 11:00,25.4
955,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,14-02-2026 12:00,27.6
956,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,14-02-2026 13:00,28.8
957,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,14-02-2026 14:00,29.7
958,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,14-02-2026 15:00,29.4
959,Gej_Gouripur,Chhattisgarh SW,22,Chhattisgarh,389,SURGUJA,PREMNAGAR,-,-,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,Mahanadi,23.04514000,82.61130000,14-02-2026 16:00,28.8
